property_id,street_name,city,state,latitude,longitude,postcode,price,bedroom_number,bathroom_number,price_per_unit,living_space,land_space,land_space_unit,property_type,agency_name
29895035,Hazzard St,Jamestown,NY,42.08765,-79.233734,14701,70000,4,2,32,2154,8463.708,sqft,MULTI_FAMILY,Listing by: Century 21 Turner Brokers
2068004336,"Allegheny Plan, Lehrwood Estates",Macedon,NY,43.130344,-77.36508,14502,364990,4,3,200,1823,,,SINGLE_FAMILY,Listing by: Ryan Homes
29896099,Hazzard St,Jamestown,NY,42.08523,-79.232506,14701,70000,5,2,44,1568,5248.98,sqft,MULTI_FAMILY,Listing by: Century 21 Turner Brokers
2068004334,"Columbia Plan, Lehrwood Estates",Macedon,NY,43.130344,-77.36508,14502,389990,4,3,160,2423,,,SINGLE_FAMILY,Listing by: Ryan Homes
29895047,Hazzard St,Jamestown,NY,42.08692,-79.23287,14701,105000,8,3,37,2804,5370.948,sqft,MULTI_FAMILY,Listing by: Century 21 Turner Brokers
29894751,Columbia Ave,Jamestown,NY,42.08671,-79.23991,14701,69900,6,2,25,2706,5915.448,sqft,MULTI_FAMILY,Listing by: Keller Williams Realty
2064206983,Paddy Ln,Macedon,NY,43.059948,-77.30519,14502,179000,4,1,92,1940,0.46,acres,SINGLE_FAMILY,Listing by: Hunt Real Estate ERA/Columbus
29909930,Strunk Rd,Jamestown,NY,42.133636,-79.275185,14701,289900,4,3,143,2020,3.7,acres,SINGLE_FAMILY,Listing by: Premier Listings Real Estate LLC
2068004335,"Ballenger Plan, Lehrwood Estates",Macedon,NY,43.130344,-77.36508,14502,374990,4,3,177,2114,,,SINGLE_FAMILY,Listing by: Ryan Homes
29893522,Chautauqua Ave,Jamestown,NY,42.085007,-79.24964,14701,72900,4,1,53,1362,6242.148,sqft,SINGLE_FAMILY,Listing by: ERA Team VP Real Estate
2064215080,Wayneport Rd,Macedon,NY,43.042973,-77.35813,14502,45000,,0,,,0.92,acres,LOT,Listing by: Hunt Real Estate ERA/Columbus
29889938,Dewey Pl,Jamestown,NY,42.107357,-79.2325,14701,69900,3,2,50,1385,4721.904,sqft,SINGLE_FAMILY,Listing by: ERA Team VP Real Estate
2067846036,"Adrian Plan, Lehrwood Estates",Macedon,NY,43.130344,-77.36508,14502,334990,3,3,214,1561,,,SINGLE_FAMILY,Listing by: Ryan Homes
2096958998,W 3rd St,Jamestown,NY,42.09334,-79.25915,14701,625000,14,18,62,10000,0.3128,acres,SINGLE_FAMILY,Listing by: Premier Listings Real Estate LLC
32907850,Southview Dr,Macedon,NY,43.06621,-77.29402,14502,200000,3,2,128,1560,0.37,acres,SINGLE_FAMILY,Listing by: Hunt Real Estate ERA/Columbus
29890015,Chestnut St,Jamestown,NY,42.10899,-79.235214,14701,69900,3,2,34,2025,4473.612,sqft,SINGLE_FAMILY,Listing by: Howard Hanna Holt - Mayville
2068004333,"Aviano Plan, Lehrwood Estates",Macedon,NY,43.130344,-77.36508,14502,344990,3,2,220,1566,,,SINGLE_FAMILY,Listing by: Ryan Homes
305217936,Fluvanna Ave,Jamestown,NY,42.114876,-79.24699,14701,249900,,0,,,9,acres,LOT,Listing by: Century 21 Turner Brokers
32914657,Highfield Dr,Macedon,NY,43.131794,-77.35892,14502,250000,4,3,139,1798,0.46,acres,SINGLE_FAMILY,Listing by: Empire Realty Group
202293119,Kiantone Rd,Jamestown,NY,42.06146,-79.22169,14701,240000,,2,121,1976,7.19,acres,LOT,Listing by: ERA Team VP Real Estate
32908853,Erie Street Rd,Macedon,NY,43.052128,-77.29872,14502,329000,7,5,98,3343,7.82,acres,MULTI_FAMILY,Listing by: Keller Williams Realty Gateway
29894111,Park St,Jamestown,NY,42.083298,-79.23805,14701,79000,3,2,42,1872,7501.032,sqft,MULTI_FAMILY,Listing by: Century 21 Turner Brokers
2065458827,Fair Way #18,Macedon,NY,,,14502,309900,3,3,136,2274,3484.8,sqft,TOWNHOUSE,Listing by: Hunt Real Estate ERA/Columbus
29894769,McKinley Ave,Jamestown,NY,42.088833,-79.23815,14701,118500,5,4,44,2648,8712,sqft,MULTI_FAMILY,Listing by: Real Estate Advantage
32914810,Wood Hill Dr,Macedon,NY,43.129787,-77.34248,14502,254900,3,3,125,2036,0.52,acres,SINGLE_FAMILY,Listing by: RE/MAX Realty Group
29891253,Willow Ave,Jamestown,NY,42.102036,-79.20832,14701,109000,3,1,70,1552,7771.104,sqft,SINGLE_FAMILY,Listing by: Real Estate Advantage
32914517,Ponds Way,Macedon,NY,43.13941,-77.36666,14502,235000,3,3,150,1563,0.33,acres,SINGLE_FAMILY,Listing by: RE/MAX Plus
29916737,Norby Rd,Jamestown,NY,42.054054,-79.22477,14701,129900,3,1,118,1100,2,acres,SINGLE_FAMILY,Listing by: Real Estate Advantage
32914555,Stalker Rd,Macedon,NY,43.13746,-77.36404,14502,209900,3,3,139,1500,0.83,acres,SINGLE_FAMILY,Listing by: Keller Williams Realty Greater Rochester
29894074,Prospect St,Jamestown,NY,42.08494,-79.23748,14701,47500,3,2,27,1757,5000,sqft,MULTI_FAMILY,Listing by: Real Estate Advantage
2067778635,Crest Ave S,Macedon,NY,,,14502,42000,,0,,,0.51,acres,LOT,Listing by: Louis Sirianni
29888789,Winsor St,Jamestown,NY,42.102512,-79.23216,14701,44900,4,2,23,1898,4438.764,sqft,MULTI_FAMILY,Listing by: Real Estate Advantage
209124868,W Walworth Rd,Macedon,NY,43.148273,-77.34469,14502,124900,3,1,86,1440,0.34,acres,SINGLE_FAMILY,"Listing by: ROC Real Capital, LLC"
29894475,Chambers St,Jamestown,NY,42.07913,-79.245384,14701,63500,2,1,58,1077,7679.628,sqft,SINGLE_FAMILY,Listing by: Real Estate Advantage
2067738428,LOT 6A Crest Ave,Macedon,NY,43.066986,-77.29183,14502,347375,2,2,241,1440,0.78,acres,SINGLE_FAMILY,Listing by: Gerber Homes
2066661044,Fairdale Ave,Jamestown,NY,42.08018,-79.22433,14701,9900,,0,,,5000.688,sqft,LOT,Listing by: Park Realty of WNY LLC
2093729119,Crest Ave,Macedon,NY,43.06704,-77.29699,14502,34900,,0,,,0.78,acres,LOT,Listing by: Gerber Homes
29890157,Sturges St,Jamestown,NY,42.106182,-79.231125,14701,57900,4,3,30,1920,3998.808,sqft,MULTI_FAMILY,Listing by: Century 21 Turner Brokers
32908691,Hance Rd,Macedon,NY,43.102863,-77.33581,14502,43000,,1,13,3205,3,acres,LOT,Listing by: Gerber Homes
29917058,Foote Avenue Ext,Jamestown,NY,42.07483,-79.225296,14701,98500,3,1,100,984,5227.2,sqft,SINGLE_FAMILY,Listing by: Real Estate Advantage
2120234538,Wayneport Rd,Macedon,NY,43.074223,-77.361595,14502,799900,,0,,,46.21,acres,LOT,Listing by: NextHome Resource Realty
29897024,Springdale Ave,Jamestown,NY,42.079567,-79.22059,14701,99900,2,1,124,800,5000.688,sqft,SINGLE_FAMILY,Listing by: Real Estate Advantage
29910329,Howard Ave,Jamestown,NY,42.078346,-79.269585,14701,189900,3,1,169,1120,2.4,acres,SINGLE_FAMILY,Listing by: ERA Team VP Real Estate
29908809,Maple St,Jamestown,NY,42.1047,-79.281715,14701,43000,4,2,31,1372,8498.556,sqft,SINGLE_FAMILY,Listing by: eXp Realty
29892875,Francis St,Jamestown,NY,42.09073,-79.24954,14701,32900,3,2,17,1855,5000.688,sqft,MULTI_FAMILY,Listing by: Keller Williams Realty
29890296,N Main St,Jamestown,NY,42.109695,-79.240814,14701,27900,4,2,15,1804,4403.916,sqft,MULTI_FAMILY,Listing by: Keller Williams Realty
29891926,McDaniel Ave,Jamestown,NY,42.093235,-79.26515,14701,62000,3,1,45,1367,4800.312,sqft,SINGLE_FAMILY,Listing by: Howard Hanna Holt - Lakewood
29888754,Falconer St,Jamestown,NY,42.10383,-79.23179,14701,39900,4,2,16,2407,0.2593,acres,MULTI_FAMILY,Listing by: Keller Williams Realty
29911004,Fairmount Ave,Jamestown,NY,42.096992,-79.2818,14701,115000,2,1,64,1770,10201.752,sqft,SINGLE_FAMILY,Listing by: ERA Team VP Real Estate
29888459,Prendergast Ave,Jamestown,NY,42.10228,-79.23848,14701,49000,6,4,17,2726,9600.624,sqft,MULTI_FAMILY,Listing by: Century 21 Turner Brokers
2067035949,Fairmount Ave,Jamestown,NY,42.096245,-79.249825,14701,128000,4,4,45,2788,5641.02,sqft,MULTI_FAMILY,Listing by: ERA Team VP Real Estate
2067045048,5 E 4th St #5-358,Jamestown,NY,42.098286,-79.23511,14701,128000,4,4,30,4240,5889.312,sqft,MULTI_FAMILY,Listing by: ERA Team VP Real Estate
2067060633,Brookside Estates Dr #6,Jamestown,NY,42.085415,-79.17392,14701,34900,3,2,35,980,,,MANUFACTURED,Listing by: Real Estate Advantage
29894049,Myrtle St,Jamestown,NY,42.08351,-79.239265,14701,49900,4,2,26,1858,5488.56,sqft,MULTI_FAMILY,Listing by: Keller Williams Realty
30812277,Kingston Rd,Leicester,NY,42.783478,-77.893906,14481,124900,3,2,88,1405,1.45,acres,MANUFACTURED,"Listing by: AB Cole Real Estate, Inc."
30811999,South St,Leicester,NY,42.77048,-77.90169,14481,145000,10,4,35,4081,0.3636,acres,MULTI_FAMILY,Listing by: Howard Hanna The Rohr Agency
2072589217,Barber Rd,Leicester,NY,,,14481,39000,,0,,0,3.67,acres,LOT,Listing by: Barbara C. Beach
2090704424,Leicester Rd,Leicester,NY,,,14481,99900,,0,,,20.08,acres,LOT,Listing by: Benson Real Estate
29895692,Benson St,Jamestown,NY,42.09466,-79.21195,14701,124999,3,2,63,1978,0.44,acres,SINGLE_FAMILY,Listing by: Howard Hanna Holt - Mayville
29891554,Water St,Jamestown,NY,42.09494,-79.22804,14701,46900,2,2,28,1664,2151.864,sqft,MULTI_FAMILY,Listing by: Real Estate Advantage
29892091,Fairview Ave,Jamestown,NY,42.095387,-79.25462,14701,34900,4,1,22,1524,6481.728,sqft,SINGLE_FAMILY,Listing by: Keller Williams Realty
2067356803,LOT 5 Salisbury Rd,Jamestown,NY,42.184162,-79.31515,14701,42000,,0,,,10.5,acres,LOT,Listing by: Real Estate Advantage
2067356962,LOT 4 Salisbury Rd,Jamestown,NY,42.184162,-79.31515,14701,56500,,0,,,14.25,acres,LOT,Listing by: Real Estate Advantage
2067357394,LOT 3 Salisbury Rd,Jamestown,NY,42.184162,-79.31515,14701,56500,,0,,,14.25,acres,LOT,Listing by: Real Estate Advantage
2067358360,LOT 2 Salisbury Rd,Jamestown,NY,42.184162,-79.31515,14701,42000,,0,,,10.5,acres,LOT,Listing by: Real Estate Advantage
2067359402,LOT 1 Salisbury Rd,Jamestown,NY,42.184162,-79.31515,14701,49500,,0,,,12.4,acres,LOT,Listing by: Real Estate Advantage
29894771,McKinley Ave,Jamestown,NY,42.08886,-79.23862,14701,37900,4,3,20,1892,6250.86,sqft,MULTI_FAMILY,Listing by: Century 21 Turner Brokers
29916719,Martin Rd,Jamestown,NY,42.06893,-79.21054,14701,295000,4,2,132,2226,1.9,acres,SINGLE_FAMILY,Listing by: Century 21 Turner Brokers
29895445,Willard St,Jamestown,NY,42.097282,-79.22487,14701,63500,4,2,36,1717,0.3477,acres,MULTI_FAMILY,Listing by: Real Estate Advantage
29910854,Wicks Ave,Jamestown,NY,42.09877,-79.29134,14701,160000,3,1,61,2608,8498.556,sqft,SINGLE_FAMILY,Listing by: ERA Team VP Real Estate
29895026,Hazzard St,Jamestown,NY,42.089176,-79.234024,14701,39900,5,2,14,2682,6603.696,sqft,MULTI_FAMILY,Listing by: Premier Listings Real Estate LLC
2067605454,E Virginia Blvd,Jamestown,NY,42.085773,-79.22779,14701,49900,,0,,,18.8,acres,LOT,Listing by: Howard Hanna Holt - Lakewood
29894010,Park St,Jamestown,NY,42.08603,-79.23864,14701,59900,3,2,36,1643,4125.132,sqft,SINGLE_FAMILY,Listing by: Premier Listings Real Estate LLC
29893054,McKinley Ave,Jamestown,NY,42.089046,-79.248695,14701,39900,4,2,26,1512,5501.628,sqft,MULTI_FAMILY,Listing by: Keller Williams Realty
29893842,Crown St,Jamestown,NY,42.08555,-79.24457,14701,54900,4,2,31,1732,6098.4,sqft,MULTI_FAMILY,Listing by: Real Estate Advantage
29894126,Hazeltine Ave,Jamestown,NY,42.08267,-79.251945,14701,69900,2,1,84,825,8799.12,sqft,SINGLE_FAMILY,Listing by: Premier Listings Real Estate LLC
29891309,W 5th St,Jamestown,NY,42.09695,-79.25007,14701,95500,4,2,55,1722,7775.46,sqft,SINGLE_FAMILY,Listing by: Premier Listings Real Estate LLC
2075832231,Beck Rd,Jamestown,NY,42.16254,-79.32612,14701,31200,0,0,11,2828,6.8,acres,LOT,Listing by: Century 21 Turner Brokers
29908508,Fluvanna Townline Rd,Jamestown,NY,42.118134,-79.295425,14701,399900,4,2,215,1856,4477.968,sqft,SINGLE_FAMILY,Listing by: Real Estate Advantage
2067913212,3570.5 Lake St #5,Jamestown,NY,42.086895,-79.24808,14701,169900,4,3,68,2488,7801.596,sqft,MULTI_FAMILY,Listing by: Premier Listings Real Estate LLC
29889923,Carey Pl,Jamestown,NY,42.10723,-79.23339,14701,164900,4,2,81,2021,5000.688,sqft,MULTI_FAMILY,Listing by: Howard Hanna Holt - Lakewood
29888751,Sturges St,Jamestown,NY,42.104126,-79.231575,14701,49900,4,2,26,1892,3863.772,sqft,MULTI_FAMILY,Listing by: Keller Williams Realty
2067737818,LOT 2 Park Meadow Dr,Jamestown,NY,42.074497,-79.26071,14701,12000,,0,,,,,LOT,Listing by: ERA Team VP Real Estate
29894635,Forest Ave,Jamestown,NY,42.090405,-79.240845,14701,99900,3,2,39,2519,5501.628,sqft,SINGLE_FAMILY,Listing by: Century 21 Turner Brokers
29895439,Allen St,Jamestown,NY,42.096367,-79.226494,14701,29900,3,2,32,927,3449.952,sqft,SINGLE_FAMILY,Listing by: Howard Hanna Holt - Fredonia
29896203,Cole Ave,Jamestown,NY,42.0821,-79.23524,14701,39900,6,2,20,1920,3484.8,sqft,MULTI_FAMILY,Listing by: Premier Listings Real Estate LLC
29889181,Falconer St,Jamestown,NY,42.11073,-79.22099,14701,79900,3,2,57,1392,5998.212,sqft,SINGLE_FAMILY,Listing by: Keller Williams Realty
29890785,Flagg Ave,Jamestown,NY,42.11052,-79.21749,14701,28000,3,2,17,1637,5018.112,sqft,SINGLE_FAMILY,Listing by: ERA Team VP Real Estate
29894623,Forest Park,Jamestown,NY,42.091297,-79.241516,14701,62500,3,2,45,1364,2178,sqft,SINGLE_FAMILY,Listing by: Keller Williams Realty
29894827,Forest Ave,Jamestown,NY,42.08812,-79.2408,14701,69000,3,1,48,1422,3049.2,sqft,SINGLE_FAMILY,Listing by: Premier Realty & Investments
29895564,Pearl Ave,Jamestown,NY,42.09641,-79.22152,14701,34900,4,2,17,1980,6000,sqft,MULTI_FAMILY,Listing by: Howard Hanna Holt - Lakewood
29891125,Eagle St,Jamestown,NY,42.097733,-79.21779,14701,15000,3,1,10,1412,4356,sqft,SINGLE_FAMILY,Listing by: Century 21 Turner Brokers
29895121,Foote Ave,Jamestown,NY,42.087456,-79.231544,14701,25000,,0,,,0.3624,acres,LOT,Listing by: Century 21 Turner Brokers
29893614,N Cowden Pl,Jamestown,NY,42.087334,-79.24381,14701,20000,3,1,19,1008,3253.932,sqft,SINGLE_FAMILY,Listing by: ERA Team VP Real Estate
2088822414,5-4 N Main St,Jamestown,NY,,,14701,7800,3,0,2,2708,,,SINGLE_FAMILY,Listing by: Howard Hanna Holt - Lakewood
2078097064,Baker Street Ext,Jamestown,NY,42.07637,-79.284386,14701,239900,0,3,57,4185,3.8,acres,SINGLE_FAMILY,Listing by: ERA Team VP Real Estate
29890856,E 2nd St,Jamestown,NY,42.10163,-79.2287,14701,50000,8,3,16,3037,6351.048,sqft,MULTI_FAMILY,Listing by: Keller Williams Realty
29890857,E 2nd St,Jamestown,NY,42.101734,-79.22858,14701,50000,10,3,14,3376,6351.048,sqft,MULTI_FAMILY,Listing by: Keller Williams Realty
237521548,Papermill St,Honeoye Falls,NY,42.949184,-77.58665,14472,239900,3,3,155,1540,0.41,acres,SINGLE_FAMILY,Listing by: Hunt Real Estate ERA/Columbus
30988547,Hedgerow Cir,Honeoye Falls,NY,42.975513,-77.58435,14472,549900,5,4,164,3353,1.4,acres,SINGLE_FAMILY,Listing by: RE/MAX Plus
2067418187,Olfsberger Park,Honeoye Falls,NY,42.963078,-77.590385,14472,425000,4,3,183,2310,,,SINGLE_FAMILY,Listing by: Howard Hanna
237522734,Taylor Rd,Honeoye falls,NY,42.98276,-77.540276,14472,724900,5,4,210,3445,12.69,acres,SINGLE_FAMILY,Listing by: Howard Hanna
2067423681,"The Bailey Plan, Wolfsberger Park",Honeoye Falls,NY,42.963276,-77.59043,14472,425000,4,4,183,2310,,,SINGLE_FAMILY,Listing by: Morrell Builders
2067432995,"The Dixon Plan, Wolfsberger Park",Honeoye Falls,NY,42.963276,-77.59043,14472,409900,4,4,191,2139,,,SINGLE_FAMILY,Listing by: Morrell Builders
2074038376,Pond Rd,Honeoye Falls,NY,,,14472,269900,,0,,,11.03,acres,LOT,Listing by: Howard Hanna
237521924,East St,Honeoye Falls,NY,42.9532,-77.58005,14472,200000,3,2,122,1637,0.25,acres,SINGLE_FAMILY,Listing by: Howard Hanna
30987258,Rodney Dr,Honeoye Falls,NY,42.95302,-77.578835,14472,150000,3,2,118,1264,0.28,acres,SINGLE_FAMILY,Listing by: Howard Hanna
2067418447,Olfsberger Park,Honeoye Falls,NY,42.962963,-77.59044,14472,409900,3,3,191,2139,,,SINGLE_FAMILY,Listing by: Howard Hanna
54358406,Brigham Cir,Honeoye Falls,NY,42.965797,-77.58602,14472,299900,3,3,158,1887,0.39,acres,SINGLE_FAMILY,Listing by: Keller Williams Realty Greater Rochester
30986916,Ontario St,Honeoye Falls,NY,42.95009,-77.58881,14472,299000,5,2,117,2554,0.35,acres,SINGLE_FAMILY,Listing by: Howard Hanna
30986594,Monroe St,Honeoye Falls,NY,42.95801,-77.599594,14472,250000,3,3,127,1968,0.86,acres,SINGLE_FAMILY,Listing by: Howard Hanna
2092487650,Taylor Rd,Honeoye Falls,NY,42.984432,-77.54251,14472,448400,3,3,230,1943,1.372,acres,SINGLE_FAMILY,Listing by: Ridgecrest Properties
30986588,Monroe St,Honeoye Falls,NY,42.95855,-77.60204,14472,230000,3,2,143,1608,0.45,acres,SINGLE_FAMILY,Listing by: Keller Williams Realty Gateway
30987757,Hawks Vw,Honeoye Falls,NY,42.993256,-77.58682,14472,419900,4,3,164,2546,1.08,acres,SINGLE_FAMILY,Listing by: Howard Hanna
2065137666,Wolfsberger Park,Honeoye Falls,NY,42.962833,-77.59006,14472,409900,4,3,191,2139,,,SINGLE_FAMILY,Listing by: Howard Hanna
30987855,Bull Saw Mill Rd,Honeoye Falls,NY,42.992634,-77.543076,14472,395000,4,2,199,1980,3.01,acres,SINGLE_FAMILY,Listing by: Howard Hanna
31034593,Works Rd,Honeoye Falls,NY,42.95886,-77.6442,14472,275000,3,3,78,3486,33.3,acres,SINGLE_FAMILY,Listing by: Howard Hanna
30986851,York St,Honeoye Falls,NY,42.949158,-77.59468,14472,49900,1,1,,0,0.25,acres,LOT,Listing by: Howard Hanna
66485786,W Bloomfield Rd,Honeoye falls,NY,42.95212,-77.54153,14472,750000,5,4,185,4041,16.5,acres,SINGLE_FAMILY,Listing by: Howard Hanna
30986893,East St,Honeoye Falls,NY,42.954067,-77.58239,14472,199900,4,2,87,2292,1.3,acres,SINGLE_FAMILY,Listing by: Hunt Real Estate ERA/Columbus
2136873445,East St,Honeoye Falls,NY,42.9544,-77.5797,14472,149900,,0,72,2080,2,acres,LOT,Listing by: Keller Williams Realty Gateway
29887992,N Main St,Jamestown,NY,42.10489,-79.24164,14701,24900,4,2,12,1952,3267,sqft,MULTI_FAMILY,Listing by: Howard Hanna Holt - Lakewood
29895476,English St,Jamestown,NY,42.094486,-79.22569,14701,21900,5,2,11,1868,4080,sqft,SINGLE_FAMILY,Listing by: Howard Hanna Holt - Lakewood
29887991,N Main St,Jamestown,NY,42.10498,-79.24164,14701,23500,4,2,11,2020,3249.576,sqft,SINGLE_FAMILY,Listing by: Howard Hanna Holt - Lakewood
29887994,N Main St,Jamestown,NY,42.104614,-79.24168,14701,18900,3,2,7,2618,7692.696,sqft,MULTI_FAMILY,Listing by: Howard Hanna Holt - Lakewood
2083912461,N Main St,Jamestown,NY,42.10473,-79.24099,14701,39900,3,3,23,1710,7920,sqft,MULTI_FAMILY,Listing by: Howard Hanna Holt - Lakewood
29888515,Fulton St,Jamestown,NY,42.100815,-79.237946,14701,20000,6,3,7,2576,5998.212,sqft,MULTI_FAMILY,Listing by: Real Estate Advantage
2077054319,Cobbe Cir,Jamestown,NY,42.08931,-79.27732,14701,19900,,0,,,0.34,acres,LOT,Listing by: Century 21 Turner Brokers
2087524583,Route 60 Arterial Foote Ave,Jamestown,NY,42.05772,-79.20351,14701,59000,,0,,,0.47,acres,LOT,Listing by: ERA Team VP Real Estate
30957701,Barringer Dr,Hamlin,NY,43.287373,-77.913826,14464,169000,4,2,106,1584,8712,sqft,SINGLE_FAMILY,"Listing by: eXp Realty, LLC"
30957152,Hillcrest Dr,Hamlin,NY,43.299435,-77.92767,14464,199900,4,2,118,1692,0.81,acres,SINGLE_FAMILY,Listing by: Keller Williams Realty Greater Rochester
30957707,Barringer Dr,Hamlin,NY,43.286823,-77.91514,14464,124900,3,2,83,1498,7840.8,sqft,SINGLE_FAMILY,Listing by: Revolution Real Estate
30957484,Traciann Dr,Hamlin,NY,43.29163,-77.925125,14464,219900,3,3,122,1793,0.34,acres,SINGLE_FAMILY,Listing by: Howard Hanna
103757151,Roosevelt Hwy,Hamlin,NY,43.295708,-77.92608,14464,24900,,0,,,0.42,acres,LOT,Listing by: RE/MAX Plus
30957432,Drake Rd,Hamlin,NY,43.290684,-77.94411,14464,199900,3,2,93,2145,0.69,acres,SINGLE_FAMILY,Listing by: RE/MAX Titanium LLC
2065453213,N Lake Rd,Hamlin,NY,43.287113,-77.92055,14464,139900,3,1,151,924,0.46,acres,SINGLE_FAMILY,Listing by: Keller Williams Realty Greater Rochester
30956083,Morton Rd,Hamlin,NY,43.327908,-77.97072,14464,150000,3,1,134,1119,0.52,acres,SINGLE_FAMILY,Listing by: Voyage Realty Group
30955653,Lake Road East Frk,Hamlin,NY,43.338116,-77.90267,14464,329900,4,2,152,2160,2,acres,SINGLE_FAMILY,Listing by: Hunt Real Estate ERA/Columbus
103748334,Lake Rd,Hamlin,NY,43.287544,-77.92507,14464,250000,,0,,,29.48,acres,LOT,Listing by: Howard Hanna
333745248,Victor Ln,Hamlin,NY,43.287884,-77.91879,14464,17900,,0,,,1.47,acres,LOT,Listing by: RE/MAX Titanium LLC
30956766,Brookedge Dr,Hamlin,NY,43.308243,-77.91621,14464,204900,3,2,118,1730,0.4,acres,SINGLE_FAMILY,Listing by: Howard Hanna WNY Inc.
30957665,Settlers Ln,Hamlin,NY,43.28625,-77.911934,14464,129000,3,2,86,1492,8276.4,sqft,SINGLE_FAMILY,Listing by: Howard Hanna
103735754,Roosevelt Hwy,Hamlin,NY,43.29394,-77.91023,14464,19900,,0,,,1.12,acres,LOT,Listing by: RE/MAX Titanium LLC
237486124,Hidden Creek Ln,Hamlin,NY,43.312298,-77.94526,14464,149900,4,2,70,2136,0.44,acres,SINGLE_FAMILY,Listing by: Mark F. Piccarreto
246330380,Beehler Ln #B,Hamlin,NY,43.29295,-77.91177,14464,274900,2,2,168,1629,1306.8,sqft,SINGLE_FAMILY,Listing by: Howard Hanna
2104524651,Partridge Corners Rd,Conesus,NY,,,14435,5000,,0,0,8225,7840.8,sqft,LOT,Listing by: Howard Hanna
66487469,Powell Rd,Conesus,NY,42.73129,-77.6275,14435,399900,3,3,150,2662,20.69,acres,SINGLE_FAMILY,"Listing by: Palmer Realty Group, LLC"
30809117,E Lake Rd,Conesus,NY,42.722435,-77.70007,14435,249900,5,2,138,1800,8,acres,SINGLE_FAMILY,"Listing by: Debbie Fisher Hometown Realty, LLC"
305241349,E Lake Rd,Conesus,NY,42.73424,-77.7074,14435,299900,2,1,425,704,4791.6,sqft,SINGLE_FAMILY,Listing by: RE/MAX Hometown Choice
30820506,E Swamp Rd,Conesus,NY,42.671535,-77.70386,14435,279900,3,2,153,1828,11.4,acres,SINGLE_FAMILY,Listing by: Hunt Real Estate ERA/Columbus
30809716,White Rd,Conesus,NY,42.68637,-77.62915,14435,145900,2,1,130,1120,4.79,acres,MANUFACTURED,Listing by: Empire Realty Group
30809625,Pucker St,Conesus,NY,42.69259,-77.68208,14435,299000,3,2,186,1600,2.14,acres,SINGLE_FAMILY,Listing by: Howard Hanna
30811456,W Lake Rd,Conesus,NY,42.750687,-77.72738,14435,699000,6,3,350,1994,0.6017,acres,MULTI_FAMILY,Listing by: Empire Realty Group
30809172,E Lake Rd,Conesus,NY,42.740128,-77.71044,14435,649000,3,2,530,1224,0.2525,acres,SINGLE_FAMILY,Listing by: RE/MAX Hometown Choice
30809715,White Rd,Conesus,NY,42.68838,-77.629105,14435,125000,3,2,86,1440,14.2,acres,SINGLE_FAMILY,Listing by: RE/MAX Realty Group
31887009,Coachlight Cir,Farmington,NY,42.95921,-77.33601,14425,95000,4,2,59,1608,9526.572,sqft,SINGLE_FAMILY,Listing by: Ordway Realtors
2077876725,Corporate Dr E,Farmington,NY,,,14425,299900,,0,,,13,acres,LOT,Listing by: Griffith Realty Group
2070839430,"Allegheny Plan, Auburn Meadows",Farmington,NY,42.953014,-77.34725,14425,359990,4,3,197,1823,,,SINGLE_FAMILY,Listing by: Ryan Homes
2070839432,"Columbia Plan, Auburn Meadows",Farmington,NY,42.953014,-77.34725,14425,394990,4,3,163,2423,,,SINGLE_FAMILY,Listing by: Ryan Homes
2070839431,"Ballenger Plan, Auburn Meadows",Farmington,NY,42.953014,-77.34725,14425,379990,4,3,179,2114,,,SINGLE_FAMILY,Listing by: Ryan Homes
2066853068,"Aviano Plan, Auburn Meadows",Farmington,NY,42.953014,-77.34725,14425,344990,3,2,220,1566,,,SINGLE_FAMILY,Listing by: Ryan Homes
2064226288,Corey Dr,Farmington,NY,42.99141,-77.36634,14425,39900,3,1,27,1456,,,MANUFACTURED,Listing by: Keller Williams Realty Greater Rochester
83945235,Emma Ln,Farmington,NY,42.959602,-77.322044,14425,424900,5,4,148,2860,0.6,acres,SINGLE_FAMILY,Listing by: RE/MAX Realty Group
31886412,Tudor Way,Farmington,NY,42.965908,-77.35734,14425,199900,3,2,135,1480,10001.376,sqft,SINGLE_FAMILY,Listing by: Ordway Realtors
31885885,Collett Rd,Farmington,NY,42.985374,-77.33796,14425,285000,3,3,128,2212,1,acres,SINGLE_FAMILY,Listing by: Keller Williams Realty Gateway
31886178,Jensen Ct,Farmington,NY,42.980247,-77.33972,14425,314900,3,4,165,1907,8712,sqft,SINGLE_FAMILY,Listing by: Revolution Real Estate
126056256,Kennebec Ct,Farmington,NY,42.98391,-77.346344,14425,324900,4,4,148,2186,10454.4,sqft,SINGLE_FAMILY,Listing by: Keller Williams Realty Greater Rochester
31887212,Carriage Ct,Farmington,NY,42.95492,-77.33805,14425,102000,3,2,94,1080,1306.8,sqft,TOWNHOUSE,Listing by: Keller Williams Realty Gateway
31885976,Colonie Dr,Farmington,NY,42.981304,-77.34316,14425,264900,3,3,173,1524,0.264,acres,SINGLE_FAMILY,Listing by: Keller Williams Realty Greater Rochester
31885283,Heather Ln,Farmington,NY,43.027542,-77.34865,14425,239900,3,2,146,1634,0.3353,acres,SINGLE_FAMILY,Listing by: Tru Agent Real Estate
83946324,Kris Xing,Farmington,NY,42.960777,-77.32177,14425,349900,4,3,159,2199,0.5,acres,SINGLE_FAMILY,Listing by: RE/MAX Realty Group
